iso3,year,threshold,hansen_loss_ha,protected_loss_ha,viirs_fire_count,viirs_fire_unique_pxday,hansen_gain_2000_2012_ha,fao_forest_area_kha,fao_forest_area_ha,fao_net_change_ha,fao_source,protected_loss_share,discrepancy_ratio,gdp_per_capita_ppp_const2017,agriculture_value_added_share_gdp_pct
BRA,2020,50,2983553.2266495717,401527.54887830716,824402.5,823799.0,7071475.226547899,502366.88,502366880.0,-2873791.312229812,FRA2025_PCHIP,0.13458032030124326,1.0381941144969897,17327.5157249466,5.71
BRA,2021,10,3085964.6863380815,306908.73780106934,944256.0,943607.0,7071475.226547899,499383.3092964605,499383309.2964605,-2983570.7035394907,FRA2025_PCHIP,0.09945309457356703,1.0343192747794172,17327.5157249466,5.71
BRA,2021,30,2943574.0660381555,302026.192186641,882856.0,882243.5,7071475.226547899,499383.3092964605,499383309.2964605,-2983570.7035394907,FRA2025_PCHIP,0.10260526333320605,0.9865943724900214,17327.5157249466,5.71
BRA,2021,50,2677876.4626097037,294075.82379453036,779040.5,778493.5,7071475.226547899,499383.3092964605,499383309.2964605,-2983570.7035394907,FRA2025_PCHIP,0.10981679995347547,0.8975408088814072,17327.5157249466,5.71
BRA,2022,10,3413326.4158201907,328392.03139934025,881477.0,880876.5,7071475.226547899,496255.4666585182,496255466.6585182,-3127842.637942314,FRA2025_PCHIP,0.09620879792723565,1.0912717840772466,17327.5157249466,5.71
BRA,2022,30,3254533.723785576,323940.7461518247,828388.5,827815.0,7071475.226547899,496255.4666585182,496255466.6585182,-3127842.637942314,FRA2025_PCHIP,0.09953522490313192,1.0405043029679417,17327.5157249466,5.71
BRA,2022,50,2957429.476258262,314948.4473404939,740625.5,740105.5,7071475.226547899,496255.4666585182,496255466.6585182,-3127842.637942314,FRA2025_PCHIP,0.10649398400497667,0.9455173480862323,17327.5157249466,5.71
BRA,2023,10,2948904.464474461,252058.97990117903,907584.0,906952.5,7071475.226547899,492991.3853723454,492991385.3723454,-3264081.286172807,FRA2025_PCHIP,0.08547546485067285,0.9034408784384483,17327.5157249466,5.71
BRA,2023,30,2748558.806644466,245718.92201147252,860817.0,860209.5,7071475.226547899,492991.3853723454,492991385.3723454,-3264081.286172807,FRA2025_PCHIP,0.08939918673650449,0.8420619971346361,17327.5157249466,5.71
BRA,2023,50,2407119.9844084303,233794.99636368267,784260.5,783701.5,7071475.226547899,492991.3853723454,492991385.3723454,-3264081.286172807,FRA2025_PCHIP,0.09712644067517878,0.7374571198963065,17327.5157249466,5.71
CHL,2015,10,107969.82872114835,5285.28351039655,66.5,66.5,1414216.2586051635,18217.09,18217090.0,,FRA2025_PCHIP,0.04895148554923387,,25182.66555742195,3.83
CHL,2015,30,104140.81671846147,5206.5302992536635,56.5,56.5,1414216.2586051635,18217.09,18217090.0,,FRA2025_PCHIP,0.04999509763140431,,25182.66555742195,3.83
